text,sound_negative
Unfortunately I got too busy and missed return window by 2 days. Extremely disappointed by performance. My phone sound quality and volume is better than this thing. Power lasts about 45 minutes - not long enough to listen to my live classes. Speaker runs out of power without warning just as a critical point is being made during lecture. Power goes out even when connected to charger. COMPLETE WASTE OF MONEY.,1
"This little radio was smaller than I expected, but that's not necessarily a bad thing. It's nice for portability's sake, and there's no particular advantage to having a large emergency radio as long as it works well.<br /><br />This one works pretty well for me at least; it gets the stations I care about in an emergency. It does charge up pretty quickly with a USB charger, but it charges very slowly with the hand crank and the solar charger. Then again, it's been pretty cloudy when I have tried to charge it with solar so I couldn't say how well it would work on a nice, clear, sunny day, but in emergencies the weather isn't always very cooperative, either. It's good to have options, but you shouldn't depend on them too much. That said, if you keep them charged then you shouldn't have to charge them from a dead start.<br /><br />I am not going to test the waterproof claim, as I don't think it would survive such a test. I plan to treat it as though it is not waterproof at all, as it doesn't really look or feel like it's built well enough to actually be waterproof. But I can't say for certain without potentially destroying it.<br /><br />If you don't have an emergency weather radio, this would be a fair enough option to cover your potential emergency needs. It's always better to have one and not need it than to need one and not have it, and at only around $30, this one seems adequate.",0
"With all of the remote work going on with COVID - I've been looking into mounting my monitors on the wall to gain some desk space.<br /><br />When this became available I couldn't pass up the opportunity. It seemed like a simple solution - mount to the wall and off to the races!<br /><br />I'm happy to report that it was as good in execution as in hypothesis! This mount attaches to a single stud in the wall and then allows you to position a monitor, up to 32 inches, as you see fit.<br /><br />The gas piston, for a budget mount, works great and is fully articulating and holds in position well over time. You won't be disappointed by this armature.",0
"I'm reviewing the Vanguard Adapter 46 backpack. This is a complicated backpack with lots of different options to help customize it for you and your gear. You can configure the straps so you use only one strap (either one) or both at the same time. This bag holds a lot of gear, so I choose to use both straps in a standard backpack configuration. There is a medium sized compartment at the top to hold loose items like a jacket or your lunch or misc photo gear. The main part of the pack is the lower half, which is accessed only from the sides, not the front like most backpacks. There are lots of movable dividers to you can set up this space in lots of different ways, depending on the size and amount of gear you are carrying. I could fit my SLR with one lens mounted, 2 more lenses in separate compartments, and a couple of flash guns. Slide the bag on to one shoulder and you can easily access your gear without putting the backpack on the ground. There are zipper openings on both sides of the bag or you could arrange the dividers to make all your gear accessible from one side.<br /><br />This bag has so many options that you really need to try it out for yourself to see if your gear will fit and if you can use it easily. Same goes for any camera backpack. I found it to be comfortable, easy to use (once I set it up), and sturdy.<br /><br />My main disappointment is that there are no external lashing straps to attach a tripod. There is also no pocket for a water bottle, though there is a small strap on the side where you could clip on an water bottle pouch. I don't want to carry a water bottle inside the pack with my gear.",0
"Wow!!  This is a quality leather messenger bag.  It should last for a lifetime.  It has 2 large inner sections and one large slot section on the inside and will hold a laptop, files, papers and anything you want to put in it.  The material on the inside is a tough, olive green canvas.  There is a big zippered slot on the back and front to hold more stuff, plus two buckled pockets on the front.  It's closed by a large leather flap that's securely held in place by a belt like strap and buckle.  The only thing I see that might be a problem is that the front belt strap is too long when it's buckled in the top hole leaving about 2 1/2 inches hanging below the bottom of the bag.  But, if the bag is full and expanded then the extra length might be necessary.  The stain used to color the bag is a delicious brown with just a hint of red tones.  I will say that it kind of stunk when I first opened the package it came in but the smell has since faded a lot.  It also comes with a shoulder strap and pad as well as a leather handle on the top.  If used a lot the leather handle will probably have to get replaced at some point because it's not real thick and is probably the weakest thing on this bag.  But that's an easy fix by going to a shoe repair store and having it replaced.  The stitching around the entire bag is very well done.  It's really very nice and would make a great gift for those who like these types of bags.",0
"Guess i missed reviewing these.. Well its now 3yrs later since date of purchase (april 7,2013) .<br /><br />There still being used to this day, I had a pair of beats solos which honestly i didnt see the hype as there sub par compared to the sol quality.. As well many dont even know what SOL headphones look like so your not just following that hip trend.. The quality on these head phones is amazing, Still using the same wires, and ear pieces / band that came with them.. IF your gonna get high end headphones id recommend checking SOL tracks out.",0
"Some of us are more discerning than others. To me, these absolutely killed the sound stage and gave the cans a muddy sound, producing more bass (could be a plus) but washes out the crisp mids and highs.<br /><br />I watch movies with 598SE's. Also classical music and some rock. I sent these pads back. They killed the 598SE incredible sparkly experience.<br /><br />They were denser and harder and not as comfortable, not even close, as the originals.<br /><br />They are probably comfortable ""enough"" if you don't wear them for hours or are not sensitive like that. And, they still sound like decent headphones, but just not great like originals. And, its nearly impossible to find true oem replacements. And if you do, 50 bucks is insane. So, I can see why people buy these. But, not for me.",1
"Truly gorgeous earbuds, almost more like jewelry than audio hardware. These come packaged in a STUNNING plain cardboard box (please see photos!) -- sophisticated and impressive, demonstrating the use of materials in an artful manner. Inside the box you'll find the earbuds and related materials presented in a beautiful, magical way. As if you'd bought these at a museum gift shop or Japanese garden. Everything is beautifully presented. There's a small notebook and pen (!) as well as a few different sized rubber collars for you to choose from. The wood on the earbuds is gorgeous. They fit well.<br /><br />Now, the bad news. The sound is a bit muddy, even listening via iTunes on my Mac with the equalizer. The high end is somewhat lacking. They're more than adequate, but the fact of the matter is that the sound is a little bit on the muddy side of things. The sound is beautifully rendered, but I'd love a little more brightness at the high end of things.<br /><br />Overall these are easily the most beautiful earbuds I've ever seen. These would make a stunning gift! Truly gorgeous. Quite unique.<br /><br />I received this at a discount in exchange for my honest and unbiased opinion.",0
"Padding, Light weight, protection, holding up well.  It was a bit hard to get on, or off (looks too hard to try), so it is on and not going anywhere.  The previous style from a year or 2 ago was easier to get on and off.  Gifted to an elderly person who likes the design and handle.",0
"Just got this & wondering why I didn't get one sooner!!  This seems well made, smooth zipper & ample room. Very nice. So glad I know where all my working batteries( love the battery checker) are!",0
it's perfect. Easy to set up and use and works like a charm,0
I was very surprised and very pleased with the great quality of this DVD player. It is a breeze to set up. The remote is user friendly. And the quality of the DVD picture is excellent on my television. And you can't go wrong with the price either.,0
Very nice.  Works well and protects the screen.,0
"I can't give this product a fair review because my OS was incompatible with the software required to properly run this product. I am running Mac OS 10.6.8, which I feel isn't the oldest thing in the world, but it's too old for this.<br /><br />I'll update this review when I get my new computer, which should be relatively soon, but this is quite disappointing.",0
Good product,0
Beed 1 in 2 out. Description didn't say it was 2 in 1 out,0
It’s great to have zip ties for a variety of tasks around the house. These are a good length and made with quality plastic.,0
work as if it was the original,0
"Looks Great, Fits Great, Good Quality, for sure a 5-Star Rating.",0
This is a great hub. It handles data efficiently and charges adequately. It comes with its own wall adaptor. It charges though not rapidly. It has buttons and blue lights indicates when the ports are powered. There are no included instructions but it is pretty much plug and play. Good hub.,0
"I don't have a method of checking the actual batter capacity but this one runs down as fast or faster then the low capacity (900mAH) one that came with the camera. So I suspect that it may not actually have the energy storage advertised. However for the price, it is a good backup to have.",0
"The sound quality is pretty poor - on my Samsung Note, I have to go to max volume to be able to hear anything clearly (when experimenting with both buds, it seems to be slightly better).  The touch controls are very finicky and not very intuitive.  It does block noise well, but that doesnt translate to better audio quality for listening to music (primary use was for walking/jogging).  They fit fine and didnt have any issues when doing yard work or jogging.  The unit seems to keep the charge as advertised.  But the biggest issue is of course is the sound volume and quality - even at this pricepoint - this is not a good value.  For a backup or travel purposes where you wont beat yourself up if you misplace or lose , there are better options available.",1
Haven't used. Will see how good if issue arises.,0
Not bad works as expected. Picture isn’t amazing but you get what you pay for.,0
"I use these earbuds for long periods of time, listening to music, podcasts, and audiobooks. I am very happy with the sound quality, which is clear and full. They're comfortable to wear (even for extended use) and I've found them to be quite durable.",0
This power strip is perfect for your desk. It has a long cord so you can easily put it within reach of a wall outlet. It has 8 outlets and 4 USB ports. I think all power strips should have USB ports these days and this one has plenty. I  found that I need to space the plugs out a bit so the weight is evenly distributed and it doesn't tip over. This makes plugging in my electronics a lot easier!,0
"The was a REGRET.  Didn't have many reviews on sound quality so I took a chance.  For the record, the sound quality is poor.  I figured because of the brand name it might have some oompf.  It does not.  No base.  Actually DOES remind me of an old radio.  I thought it would be more like a cool speaker in an old radio base.  Not happy at all with how this sounds.<br /><br />Plus, the dials are hard to read.  All the lines and markings are the same color as the background.  You have to turn on a light to see anything. The instructions are teeny tiny too.  I haven't regretted the use of my tax value in a long time but this is an absolute regret of a choice.<br /><br />It is cool to look at, that is about it.",1
Anker told me to return to Amazon and Amazon return is up after a month but says hassle free warranty broke in 3 months,0
"I have a pair of 30 year old 15 inch ESS HD1500 speakers that needed their woofers replaced. I had re-foamed them once, but the woofers' diaphragms are starting to deteriorate so I realized that it was time to either replace the woofers or replace the entire speakers.<br /><br />I considered buying new speakers but I have had these ESS's for a long time and was attached to them and I hated the possibility of having to let them go. At the time I bought them they were considered very good speakers. In fact the shop that I bought them from was using a pair of them to demonstrate their other components. So realizing that replacing woofers in a speaker enclosure can be problematic, I decided to try it anyway. But I wanted to spend as little as possible in case it didn't work out and I had to buy new speakers after all.<br /><br />So while searching the Net for economical 15"" woofers I found these MCM Audio Select 55-2953's. They were ridiculously cheap and at first glance I wanted to pass them up for something better. But I thought what the heck and decided to check their reviews. I was pleasantly surprised to find that most reviewers really liked these woofers. There was one glowing review after another of these woofers at the MCM Audio website. So I checked their specs and found that they were quite efficient which is a must for me since my amp is relatively low powered. So I decided to take a chance on them and I ordered them.<br /><br />Well, the woofers arrived in good shape and it was quite easy to place them in my speaker enclosures. They fit perfectly. All I had to do was match the positive and negative terminals on the woofers with the red and black internal wiring in my speakers. So then I held my breath and fired them up.<br /><br />The first thing I noticed was that I didn't have to turn my amp up as much to get room filling sound. But then 97 db sensitivity can do that for you. I tested my speakers with a wide variety of sources and I was just blown away at how good they sounded. My ESS speakers hadn't sounded that good in years. I guess I was lucky that these woofers got along well with my speakers' crossovers and its horn tweeters and mid range drivers. The bass was tight and not boomy or overpowering. And the speakers were very punchy. Their dynamic range was very good.<br /><br />Then I popped in a bluray disk and I was impressed with how the speakers handled a video soundtrack. Again there was great dynamic range and I got some very good deep bass notes.<br /><br />So I am delighted with these woofers especially since I got both woofers shipped for less then eighty dollars. I am giving them five stars.<br /><br />I will check back in a few months and update this review after I have had a chance to break the woofers in and see how they do after some amount of use. Since I just got these woofers I can only give first impressions so far.",0
"Since more and more gadgets come with USB charge cords and NO plugs, having one of these is a godsend. Of course there's no way for me to check if the international plugs work properly right now, but the plain old charger gives a nice quick charge, and that's the best thing.",0
"This mouse pad is pretty thin for my taste. I'm used to the larger and thicker QcK mat. These mouse pads are fantastic as a brand, but I just want as enthusiastic about this one. I feel like it should be thicker, but maybe that's what you're looking for.",0
"If your plan is to work from home, stay away from this at all costs. It is totally flimsy and cheap. Aside from that it is extremely small and you can't see your work environment on it. I went against my better judgement and got this thinking I could get away with it, boy was I wrong. No HDMI ports either, just VGA and DVI. This belongs on the shelf of a thrift store.",0
"In person this grey canvas has a lot more of a ‘business’ look to it then the blue color does.  This laptop sleeve is made of durable canvas material. <br />The front of the sleeve opens up to hold pencils, pens, calculator, small notepad, etc for easy reach.<br />I love that this sleeve holds pencils as well as the laptop for a quick meeting necessities. This laptop sleeve could also slip a thin notebook/folder next to the laptop if needed.<br />There is NO handle, as the description says, but I wasn't expecting a handle as it is a sleeve.<br />The padding on this sleeve is better then the padding on the AmazonBasics Business Laptop Case which I also own.<br />I own another laptop sleeve that I think is a lot better, it has the super soft material on the inside and I feel like it would protect my laptop better then this one.<br />However, this laptop sleeve is branded AmazonBasic, and basic it is, with a few extra storage features.<br />I think this is great as a basic laptop case, but if you want something above basic look elsewhere.<br />This would also work really good for a child's travel artwork supplies.",0
"This works well.  My only complaint is it can be difficult to know what it is doing based only on which LED lights are on or blinking.  If you don't use it all the time, you may need to attach some instructions.",0
"This is wonderful when I give it a five star review it has three settings for a night light, and you can plug into it many different items I is wonderful do you not hesitate worth every cent",0
I like everything about this case. My kindle voyage feels protected. It reminds me of reading a hardback book now.,0
"This motherboard works as good as it looks.  It looks and feel military grade.  It has no flex due to the steel plate on the bottom.  It fits perfectly in the case and it is very well laid out.  It has more accessories that a Vegas show girl.  But the best part is the ease of setup and the thought that went into this board.  My favorite feature (which I am happy to say I didn't not have to use) is the button on the board that when pressed, will try and determine the correct DDR3 setting for thee RAM you installed if it fails POST boot.  The GUI BIOS are a great new feature and no doubt where the industry will be heading.  There are no BIOS updates yet, but they give you 3 ways to flash them including booting from the bios and simply sticking in a flash drive with the file on it.  No more booting to a floppy, CD or thumb drive!<br /><br />This was by far the easiest and most trouble free PC build I have ever done and I have done many.  I am into this new build 3 days now and could not be happier.  My fastest reboot time so far, from clicking on restart to a sign on screen was about 20 seconds.  Yes I have a i7 4th Gen, and SSD drive and 32 GB of RAM, but some boards like my Gigabyte GA-X58 with similar config took forever to POST.  Some MB makers are better than others are eliminating unnecessary boot up checks, like seeking every USB device as Gigabyte does. Asus nailed this and POST is the fastest I have ever seen at just a few seconds. It actually boots faster than some virtual machines on industrial grade servers we have at work where POST isn't an issue.<br /><br />I could not be more pleased at this point except for one thing. I really didn't need or want to build a new system, but my wife spilled water into the top of my old one.  Smoke and a lot mumbling followed. But everything was backed up, so all is well . . .<br /><br />7/7/2013 Update:<br />A few days into using this build I noticed some instability with devices plugged into the USB3 ports. I found an updated USB driver on the Asus website that seems to have fixed the issue.  Note this MB has only been out for a few weeks but the USB driver on the CD is 5 versions back from 8 months before.<br /><br />Also I notice the PC boots so fast, under ten seconds from being turned off to a sign on screen, that the keyboard and mouse don't respond for another 5 to 10 seconds.  There is a feature in the BIOS to seek USB devices before the OS loads that is turned off by default. You can turn it on but may increase boot time and avoid this issue.<br /><br />8/3/2013 Update:<br /><br />I still have intermittent problems with my USB3 devices but only after a reboot.  My PC is on 24/7 so it's not a big deal.  But when I do reboot I never know if my unattended backups to either of my USB3 drives are going to work.  Its a 50/50 deal.  Luckily I get a warning when the backup fails.  Once I run a successful backup its problem free until the next reboot.  Looking at some of the other posts it looks like this USB3 issues is an ongoing and common problem along with sleep mode. I never use sleep mode and I can live with the USB3 issues. My Gigabyte GA-X58A-UD3R with an i7 used to blue screen from sleep mode also.  I was never able to resolve that either.<br /><br />One last thought.  The new I7 Haswell 4770K runs pretty hot. It Idles about 37C to 39C and gets close to 80C while rendering HD video using the on board graphics and stock heat sink and fan. When I first put the system together, one of the push pins on the heat sink wasn't fully seated and the temps climbed to the high 90s when loaded but the system never stopped. However the BIOS would not let the system start with a temp above 80C, which I think is a good idea.  If you are over clocking, you will need an much better cooling solution! But this is a CPU issue, not a MB issue.<br /><br />Still no regrets!  Great board!.<br /><br />10/27/2013<br /><br />After continued USB3 drive issues I decided to do some testing.  My Western Digital Essentials 3TB (1140) drive was the one I was having all the issue with.  It got to the point where the drive became unusable with this PC build, but worked fine on any other PC I tested it on.  That would lead you to believe this is a MB problem. However I went to the WD website and found a new firmware update for the drive.  I updated it from V 3.01 to V 3.22 (21 revisions?) and presto, the drive now works perfectly even after reboot.  So it seems that it has always been a drive incompatibility problem and not so much a MB problem.  I am now 100% happy with this board.<br /><br />PS:  As of today there are several BIOS updates available for this board on the Asus website. Latest V 1405 relaesed 8/29/2013.  Asus is very sparce on detail of what their BOIS updates fix, so if you are not having any problems, stay with the version you have.  However always update to the latest BIOS before a fresh build or when reinstalling the OS.",0
"Unless your controller has telemetry that can warn you when your quadcopter's battery is low, you should have one of these attached to the battery (and a timer with you on the ground). This little gadget can give you an immediate and accurate reading of how much voltage is in the battery and can be programmed to a minimum reserve warning of your choosing, depending on the battery size (from 7.4V - up). It will emit a warning BEEP-BEEP-BEEP when you reach that low voltage threshold that's loud enough to hear as long as you're flying within recommended control range with minimum background noise. It's simple to set up and simple to use. I have one for each of my quadcopters. They are good quality and very inexpensive. Why would you NOT have this accessory?",0
"liked it at first then had issues with it randomly, so Now it sucks the audio is plain bad and sounds like a robot with static on the background, tried multiple cables and nothing hasnt been dropped or anything and it has stayed in the same place since i bought it",1
"A little shorter than expected. The coil is also stiffer than expected, but I imagine it will relax with use. So far it’s been working great.<br />UPDATE: it never “relaxes and the lightening plug broke off. Used March through May—just 3 months. Past return date.",0
Stronger than the original.,0
"This definitely protects the iPad from your kids damaging it. But my only complaint is that when the move the handle, the iPad starts to come out from the case.",0
Enter than the previous version!!!,0
"When you read this review, please pay attention to the number of missing letters from words.  I will not correct the review in order to prove a point.  Sometimes the keys press fine, other times you push the keys and the letters do not register.  I am about to jun this keyboard based on number of times I have to go back an insert letters into emails and searches.  Some times auto correct is a help and adds the letters, as I noticed in this review.  Othertimes, it completely changes the word.<br /><br />The extra buttons below the spacebar have been useless to me and my gaming, so I sit them off.  Sometimes, when playing games, the keys (specifically the W key) will stop responding and my helicopter will fall from the sky or my character will stop running for no reason.<br /><br />I can not stress enough how much of a piece of crap this keyboard is.  I bought it new and regret it every time I ue it.",0
Perfect for a younger person who carries this back and forth to school.  Well worth the cost.  Am happy with being offered this option.,0
My wife said it is perfect.,0
Affordable but they tend to bust after a while and stop working. But what do you expect for the price!,0
Purchased this last year for our underwater camera as we were traveling to Hawaii for the first time. Knowing we would be doing a lot of snorkeling I wanted to make sure if we dropped the camera it wouldn't be lost forever.,0
"It arrived quickly & you get 2 pieces. I used one for my Panasonic Lumix camera & it fit perfectly. The other one I used for my older cellphone & cut it to size.  I only got a couple of small bubbles that I couldn't get out, otherwise it worked great & will probably order another one for the future.",0
"Since there are detailed specs in the product description I will not repeat them here. Instead I'll use my personal experience with this kit to explain why I rated it five stars.<br /><br />I used the review sample I received to extend the range of my ancient [[ASIN:B000BTL0OA Linksys WRT54GL Wireless-G Broadband Router]] (which is still working as well as when I purchased it ten years ago!) I removed one antenna from the Linksys, used a [[ASIN:B005IKGTXY Bluecell SMA female to TNC male Coaxial Adapter/Converter]] to adapt the included cable to the antenna connector, plugged it into the power supply and checked my home dead spot.<br /><br />My dead spot is the master bedroom and my phone is always complaining about 'unstable WiFi connections' when I am in the room. I used an app called [[ASIN:B004EBZX6W Wi-Fi Analyzer]] to perform the before and after tests.<br /><br />Before I installed this booster kit I was getting a strong reading of  -45 dBm near the router and an absymal -80 dBm in the dead room. After installing this kit the signal boosted to -55 dBm in the bedroom, so this booster kit works as advertised.<br /><br />It's practically worth its weight in gold if you do have dead areas in your WiFi coverage. Based on my experience and how easy and fast this is to install I rate this as a five star product.",0
These cards perform as expected I have one in a camera and one in a tablet. I've encountered no problems either in set up or in use. Handy.,0
I really love the ease and handling of this this e-book. fits in my purse lije a dream. Got it as a gift but very disappointed that I need to carry my Fire so that I can listen to the book too...stupid.,0
Not sure why thickness is an option for coverage lol. They have not failed me yet.,0
Good quality cable.  It works as intended and came very fast.  No complaints!,0
"***I received this item for free on the condition I provide an honest review***<br />So, this lil gun is super cool looking and was surprisingly heavy with a great aesthetic. The item is presented very nicely within the box and includes a velvet bag for travel. It has brushes, yeah!!!! and two other silicone attachments with a charger cord. It works ok on the faster speed for cleaning a keyboard. I tried to use this for a couple different jobs and was not thrilled with the results. First off, the silicone attachments refused to stay attached. It really didn't seem to matter which one was being used because the air flow/direction/etc stayed the same.<br />First I wanted to blow the dust collection from a fan before wiping it off.....<br />Ok, let's try to clean up the inside edges of my phone case......<br />Let's try a different fan with less build up.....<br />Needless to say, I wasn't impressed. When I turned it on, it was so loud my husband was startled. It truly looks intimidating to dust and such, but it's all show and no blow.<br />I am giving three stars because the two brushes are very handy dandy and are made well. Oh, and the velvet bag is fancy pants. I will be keeping it for my keyboard cleaning because it is more responsible than canned air but I guess I will keep on with my fan cleaning routine.",0
"You can set these buds on mono to wear just one while the other charges. You get some good bass sound out of the pair. You can hear around you when you need to. These are the most comfortable buds I have used in a while. I have Air Pros and they hurt my ears, as do many other types I have tried.",0
Has good sound but no sound control,0
Used to hold up wedding backdrop,0
Perfect,0
"If the thunderbolt cable is even touched slightly, you will lose all connection.  For this reason I would not recommend this product.",0
"Cheaply made, feels like all plastic.  Can be finicky and sound quality is not so great. Will shop for better product to preserve family recordings.",1
"Love it, it makes my smart tv smarter.",0
Use them almost every day have been working out even better than I thought they would. I use them with a Sony Walkman am fm radio and they actually make the radio sound better. I use them while walking through the city and while at work and they block out interfering noise very well.,0
"I have two of these now - they really are like the ""clappers"" of the 70s and 80s. I love the fact that I can now tell Alex to ""Turn on one"" or ""Alexa, turn on two."" She also will respond to variations of the commands to turn on or turn off the lights. Very helpful!",0
"Love this camera, easy to install and get connected. Mounted this using the included solar power panel and installation took around 15 minutes to mount. Connected to the wireless network easily and the camera was up and running. Picture is really good and the ability to pan and tilt lets you customize the area you are monitoring. The app is easy to use and provides you with everything you need to access the videos. Night picture quality is very good you can easily identify the faces at night. My only oddity is the motion detection is a bit hit and miss where one person triggers the camera, the camera misses others all in the same vicinity of movement.<br />In all I would get another of these.",0
"I really wanted to like these. They have an interesting design and the idea of being able to sleep comfortably with these in your ears intrigued me.<br /><br />Unfortunately, they are just not good. The sound is very basic, tinny without any detectable bass.<br />Also, the voice that declares the status of the device is in what sounds like Chinese. I was unable to determine how to change the language, or if it's even possible.<br /><br />You also better keep up with the charge cable that comes with these because I was only able to find one other cable in my whole house that would work to charge them.<br /><br />As I said, I love the look. The digital charge indicator on the case has a really nice aesthetic.<br />I just can't recommend that you spend your money on them when much better earbuds can be found at this price point.",1
Non powered sub which puts out very little bass.  This added virtually no value to hour outdoor listening pleasure.  We ended up using an old powered sub from indoors and modified an outdoor rated bin to use as a housing.,1
"Nice design, great sound and comfortable headphones fo long time listening... what else one would need",0
"Love this bag.  It sits up, wonderful feel.  Yes, it has the crunch insides dividing some pockets, but it is RFID secure and that's part of the deal.  Doesn't bother me and glad to know it's there as I have a lot of smart cards.",0
Super sturdy. Charges quickly.. Easy to pack up to go with me too,0
"Good quality camera, loved it recommend it the only thing is that would have loved it if it was more secure once on the wall I feel like someone could easily steal the camera not so secure.",0
"I like the Tune Belt carrier for working out, I can listen to my cds with no worries about damaging the cd.",0
very nice tv. samsung always delivers,0
One side was inoperable out of the box.,0
Love this product. Like that you can replace the batteries so you don’t have to replace the entire thing like you do with the other similar products. My fiancé is constantly losing things so these are great!!,0
"I've gone through tons of ear buds from $10-$400. These are amazing! I've use them for a little over two weeks now, and the battery life is surprisingly super long. The sound quality is amazing. It provides close to total noise cancelation. They are super comfortable, and doesn't make my ears itchy and sweaty after prolonged use. It charges with a ""C"" charger which makes it super convenient to travel with. The only thing i wished this came with was a passes carrying case, but the pouch is okay too. Comes with several sized buds for customization, inckuding ear hooks. I have very weirdly shaped ears, that has very little groove, but these stayed in my ears with no problem. Highly recommended!",0
"These have great sound and I REALLY LIKE THEM!  I have an iPhone and even though these are for Samsung, they work just fine.  I wear my headphones at least 4 hours a day and the one complaint I have is that they need to be a bit sturdier or stronger to preserve the wire inside.  If you're using them as much as I do, after a year the cord becomes weak and you lose sound in one ear or even both. These will probably last longer for other people as mine truly get above average use.  The microphone also works pretty darn well. This earphone is superior to the Bose in ear, Sound-true Ultra which is more money.",0
"I just got this netbook in May 2009; it emerged as the best choice for me after I exhaustively reviewed many notebook and other netbook computers.  One deciding factor was that the 2140 started offering a high resolution (1366 x 768) screen in April 2009, so I was able to order this version directly from the HP web site.  Having the high def screen eliminates many of the complaints brought up by previous reviewers of the 2140 model about having a widescreen format; as a result, I have found the display on my computer to be flawless.<br /><br />Below I will review some of the other amazing attributes of my wonderful machine:<br /><br />*The keyboard is incredible!  It is 92% full size, and for a touch typist like myself, it is incredibly comfortable to type on, even with the computer propped up on my lap.  One of the competing models that I looked at, the Asus Eee PC 1000HE, was also touted as having a great keyboard, but when I tried theirs in a store, it did not feel comfortable to me at all (especially the teeny tiny right shift key).  The placement of the touchpad (mouse) buttons to the side does not bother me at all, but as this is my first laptop of any kind, this wasn't a change for me.  However, the touchpad has some nice features that allow you to minimize your use of the buttons (eg, you can tap the touchpad itself to select), so that should help.<br /><br />*Awesome battery life!  Definitely go for the upgrade to the 6-cell rather than the 3-cell battery which comes standard, and you will get 6-7 hours of wireless time, which is top of the line (and very close to the Asus, which also claims its battery life as its best feature).  The 6-cell battery does stick out a bit, but I find that this props the machine up at a perfect angle for typing, so it's all good!<br /><br />*The brushed aluminum case is amazing!  It just looks so much better than the plastic cases that you will find standard on most netbooks, and it is completely fingerprint resistant, so your machine stays looking as good as the day you get it in the mail.  That alone is worth the slightly higher price to me.<br /><br />*Oh, did I mention the performance?  This baby is FAST!  To be honest, I have used it mainly for email/web browsing, but when needed, I have had no problem opening photo files, videos, PDF links, etc.  Downloads are amazingly quick too!<br /><br />Overall, I have been extremely pleased with this product.  I am so glad that I spent a little extra to purchase a machine that is clearly of extremely high quality and will last for years.  I am happy to answer any questions about my HP 2140, so please feel free to leave comments!",0
"Focusing a binocular is such a chore, so I was very curious about these monoculars. Just as I thought, it is much easier to deal with in terms of focusing, and it is not as heavy as binoculars. In terms of lens quality. It's on par with all other monoculars and binoculars. I don't think there is a brand in this price range that will knock your socks off. I believe they are all white label products. Meaning many sellers get them from the same manufacture, and they just slap their own logo on them. Regardless, for the price, these are 5-Stars!",0
"...this thing can 'see' right through walls, walls that would normally be a bit of trouble.<br />Attach this in between the standard antenna on your wireless router. True plug-n-play.<br />Increased reliability for a pretty reasonable price.",0
Nice display.  Reliable.,0
Great product! East installation with the 3 masonry anchors screws included! Nice bright light that detects motion up to 20 feet!,0
"Great brand, holds up to the test if you are rough on stuff also. Very durable and lightweight",0
Doorbell didn't work; phones weren't new enough for it to  function.,0
"There is no reason to link a printer to the internet that will serve anyone but HP and it's stalking methods. A printer connects to your computer. End of story. But no, HP has a required app, and you know what comes after that- a forced agreement to their ""privacy"" (publicity) policy.<br /><br />Stop it while you can folks. Get a printer that . . .prints, without wanting to know your private browsing history.",0
"The Good: It's a computer monitor and works very well for that.  Bright.  Thin casing.<br />The Neutral:  Controls are a bit hard to navigate and use, but after set-up, you would unlikely need to keep adjusting.  This unit does use a brick transformer for power adding to the mess behind the desk.  I would have like to just have a power cord directly into the monitor itself.<br />The Bad:  As others said, the sound is horrible.  low and tinny.  If you want to watch rich media, this is not for you.  If you just want sounds like mail notification, it's fine.",0
Works as well as you could hope for and the build quality is relatively nice for this price in a two pack. The braided cable feels durable and the connection point near the head is well fortified.,0
"THE GOOD:<br />--------------<br />* Nice sturdy, heavy duty, plastic cable management raceway.<br />* Will fit standard 19"" rackmount cabinets.<br />* Cover is removable, so you can easily organize your cables, then snap the cover back on.<br />* M6 cage nuts and screws included, as well as screw caps/washers so you don't mar your rails.<br /><br />THE BAD:<br />------------<br />* Nothing at all. 5-Stars.",0
Quality made and glad I got this.  It fits perfectly! It protects the speaker end where bass is and can just throw in the car without worry.  Super convenient to take to the office knowing the charger is with me all the time. Definitely buy this item for keeping your expensive bluetooth speaker protected when traveling.,0
I ordered this device by mistake. That is on me. Mea Culpa.,0
"Although it looks in the photo to be back and white, this Incipio folio case is actually grey and black. The grey gives it a more subdued, subtle pattern than stark white.<br />The Fire snaps in, and it's a good fit, but this case offers minimal protection, if that's an issue for you.<br /><br />Here is where this case really shines...it is REVERSIBLE!<br />Put the pattern on the inside, and you have a black faux leather case that is lined in an interesting fabric. Very cool! And to add to the style, a gloss metal panel is on the black rubber/silicone spine.<br /><br />To use it as a stand, the weight of the Fire keeps it sturdy against the elastic strap.",0
They expect micro-USBs (like the plugs for the iPhone) to slowly be replaced with USB-C format.  This adapter helps convert existing cables so that they are compatible with the newer USB-C format.<br /><br />This adapter was easy to use and worked well.,0
"These are really decent headphones. My twelve-year-old uses them all the time. Her only complaint is that a full charge does take quite a while. If she is listening non-stop, the battery lasts about 3-4 hours. They are decently noise canceling and sound pretty good.",0
WON'T TAKE A CHARGE.  It came with 2 hours of battery charge remaining!!  It's past the return date because my old battery didn't conk out until just now.  DO NOT ORDER FROM THIS SUPPLIER !!,0
This tiny device works as well or better than the description indicated!  It is easy-to-install and adheres well to my PC.  Step-by-step video online at Amazon shows what to do...  Looks very professional and neat.  Almost unnoticeable.  Would recommend to anyone.,0
"Nice soft headband, but the headphone pieces are uncomfortable because they press into my head",0
